epoch,loss,loss_ir,loss_vi,loss_ssim,loss_gra,loss_val
5.0,11.763602803965084,0.7851087407010501,0.8090286039915241,9.824834667268346,0.3446307519114897,12.933659468991603
10.0,8.939359829074046,0.4060801191896688,0.4835041294820973,7.806113110213984,0.2436624402943693,10.076677068779013
15.0,7.218868951328465,0.2759707141362252,0.3591647490126187,6.360627252547467,0.223106230021317,7.873740844779397
20.0,4.500046522890935,0.0907414797998842,0.1505979553597872,4.146930596867546,0.1117764715693097,6.251840789562447
25.0,3.734870046865745,0.0897493068067753,0.1551961489632481,3.3502738671224623,0.1396507342636096,5.303560651240256
30.0,3.047994746536505,0.0647236210462011,0.1244082124751122,2.737843239893679,0.1210196747704119,4.38166305761258
35.0,2.6123896798149486,0.0485276573749839,0.0985208677097422,2.370793022093226,0.0945481380569886,4.023204951735415
40.0,2.5294737679059387,0.0483261017037219,0.0948769750043017,2.269479907926966,0.1167907928055549,3.655841007457216
45.0,1.7439603883712018,0.0391684650886254,0.0950285785938384,1.513448986850801,0.0963143671053599,3.766472015684661
50.0,1.5665512407412294,0.0349172110684582,0.0842466496663992,1.3457756765553208,0.1016116862292172,3.158571706584286
55.0,1.611488721409782,0.0299218169367704,0.0824046368848104,1.4054223983014216,0.0937398635318548,3.098660901973122
60.0,1.3258494412312742,0.0284959507464874,0.0814835423695259,1.126058900942568,0.0898110443176549,2.9857069022767764
65.0,1.16972002240478,0.0275222585368596,0.0770225427800514,0.9861987926920908,0.0789764246666712,2.8832290225412045
70.0,1.3477225245022384,0.0280863656128039,0.0844741560152319,1.1184380718919098,0.1167239257760468,2.6522345947426773
75.0,0.9760022984176384,0.0181716248606804,0.0759104371193002,0.7927912258711017,0.0891290085989462,2.5722254544413983
80.0,0.983685667397546,0.0226511999079194,0.0783254495653949,0.8029619807102641,0.0797470387998876,2.4061245404782388
85.0,0.9348845130107442,0.0173288618870934,0.0730681788237368,0.7438482905997604,0.1006391860819498,2.37468160123376
90.0,1.1430585687277748,0.0348501890348117,0.0809965967277034,0.9333799686588224,0.0938318077909958,2.530697580189586
95.0,0.796709139327534,0.0186767981723561,0.0754803783092342,0.5925867205760518,0.1099652374835043,2.358433588059655
100.0,0.7577573026789993,0.0178999645085852,0.0764342933648922,0.5695462813142871,0.0938767616018714,2.211100285403286
105.0,0.8718958096426042,0.0188308222692643,0.0746044542212955,0.6857589033783459,0.0927016207581905,2.253025272051053
110.0,0.8032104314350691,0.0154501363467119,0.070598657380362,0.6154715721724463,0.1016900684058544,2.1384233076156343
115.0,0.6813352875045089,0.0151409340915499,0.0724254040444483,0.5155737478224958,0.0781951967252754,2.0807224280946475
120.0,0.703429206961491,0.0132796796130352,0.072052210630452,0.5526652746513242,0.0654320402369552,2.033527083013857
125.0,0.6097989776095406,0.0167263749925816,0.0729561230686844,0.4502578446122466,0.0698586314158956,1.81926201279804
130.0,0.8071753543908479,0.0166443322067622,0.0694819436271171,0.6290772645199885,0.091971819678352,2.17534594357509
135.0,0.5909442266479867,0.0111900955957711,0.0724138034293886,0.4422803100992422,0.0650600165082905,2.1513246417540923
140.0,0.7019715499682505,0.0116013735609098,0.0709420834042009,0.5342359347421615,0.0851921576388241,1.8028161672674057
145.0,0.5236833779538264,0.0119612562912897,0.0684732965147886,0.3516263942249485,0.0916224293387876,1.7542859265513695
150.0,0.5073861440674203,0.0130161360654308,0.074505507335311,0.3373901765854632,0.0824743261805079,1.7320054712553103
155.0,0.5092831796309987,0.011302429976583,0.066773010417819,0.3499970377468672,0.0812107039325427,1.591404269689338
160.0,0.6592163868614884,0.0139471195393898,0.0719962887099531,0.4777981609594626,0.0954748119120715,2.0915527158827003
165.0,0.5406793961759473,0.0100969501969511,0.0677490652706779,0.3603572435066348,0.102476137400162,1.7446701799898596
170.0,0.4471777181644908,0.0080901999599071,0.0692685279750921,0.3041622775499938,0.0656567160727181,1.986096470722532
175.0,0.5633914729610818,0.0103285332576783,0.0686368355985547,0.4121328377332843,0.0722932686273497,1.7177195215489396
180.0,0.4776219525298134,0.0098249667064576,0.0700833267975049,0.3025109455233715,0.0952027138536338,1.8111759969897547
185.0,0.4730531099389811,0.0101988525435206,0.0674556893159131,0.2996775556783207,0.0957210092866396,1.3298369619654815
190.0,0.4096242047724177,0.0077486621849544,0.0668587914255798,0.2518593561453897,0.0831573956271969,1.3799577513064705
195.0,0.618982018017378,0.0117605890101585,0.0702887195788446,0.4551768283374974,0.0817558793923588,1.6994234067581366
200.0,0.4638250411533918,0.0095805914339716,0.0658401253282046,0.3052233965670476,0.0831809272516335,1.5051316123589915
205.0,0.400648471517641,0.0071592784074486,0.0653678765673129,0.2442823277145135,0.0838389896375478,1.5425815415514472
210.0,0.4176743069633108,0.0074410834540536,0.0640538847837291,0.2623929254344252,0.0837864138598202,1.3889535539203073
215.0,0.3691321166812396,0.0072560618425429,0.0634037926793098,0.2171327442419333,0.0813395159069036,1.4235992394490915
220.0,0.3585653862015145,0.0077219828390745,0.0609056919385663,0.2123137868818689,0.0776239262500655,1.2648964959333475
225.0,0.3531052343180922,0.0080303954090312,0.0645009109475573,0.1772965954952552,0.1032773354586946,1.244240579058589
230.0,0.4299618242705454,0.009834645636624,0.0679922745120329,0.2795951874529729,0.072539713701279,1.4831244167858877
235.0,0.3597183501134153,0.0071444385570519,0.0656999007600252,0.2015771240484519,0.085296886568492,1.2900689253351365
240.0,0.3489335873087898,0.0075825010693525,0.0616723140243624,0.218093385461901,0.0615853846977755,1.3507626532187422
245.0,0.3170150125124415,0.006719897684381634,0.06436395321468838,0.1646709442138672,0.08126021659032243,1.2101881793001021
250.0,0.3539670671595902,0.006791443575448433,0.06503462238756359,0.17933064796885506,0.10281035341475098,1.0614150788150005
255.0,0.295126240272991,0.006439490900298611,0.06507141182779289,0.158881847975684,0.06473349038793964,1.0657423178657601
260.0,0.3875728520702143,0.006378422613393088,0.06542179333504106,0.2250330858543271,0.09073954864527237,1.3366632526766231
265.0,0.35470572578125315,0.0064086623863912505,0.06355464543964041,0.1872654821051926,0.09747693359042656,1.295518832358627
270.0,0.35369935289758153,0.00801403262866203,0.06748166839118863,0.20117840024291492,0.07702525351082021,1.1598637546941515
275.0,0.3138997107744217,0.007333555045064355,0.07275607784996267,0.16418110151759913,0.06962897629118295,1.1612072854491151
280.0,0.3414848551886981,0.006394868277654541,0.0622172336109349,0.20295848416500403,0.06991426997577588,1.127642589180093
285.0,0.30434294777815457,0.005223034098591717,0.062068184288065945,0.15311414101084725,0.08393758698032604,1.0100268155253824
290.0,0.2955666712073029,0.006037108040964383,0.06256990525566164,0.14009597848673336,0.08686368052082395,0.9651491253990215
295.0,0.3126760647922266,0.0066551931706241895,0.06268419151301266,0.15602995137699316,0.08730672864762486,0.9176964413921589
300.0,0.27491888013042387,0.004718341664258452,0.063604579597223,0.13052448874614278,0.07607146942621616,0.9822453995985998
